id,category,model,target_lang,target_lang_name,ko_text,translated_text,ko_chars,tr_chars,ko_tokens,tr_tokens,fertility,ko_chars_per_token,tr_chars_per_token,cost_per_1k_ko_chars_usd
55,clinical,gpt-5.4-mini,zh-CN,Chinese,동공 반사가 양측 정상입니다.,双侧瞳孔反射正常。,16,9,9,9,1.0,1.7777777777777777,1.0,0.000421875
55,clinical,deepseek-chat,zh-CN,Chinese,동공 반사가 양측 정상입니다.,双侧瞳孔反射正常。,16,9,11,5,0.45454545454545453,1.4545454545454546,1.8,0.000185625
55,clinical,gemini-2.5-flash,zh-CN,Chinese,동공 반사가 양측 정상입니다.,双侧瞳孔反射正常。,16,9,9,7,0.7777777777777778,1.7777777777777777,1.2857142857142858,8.4375e-05
56,clinical,gpt-5.4-mini,en,English,산소 포화도가 95% 이상으로 유지되고 있습니다.,Oxygen saturation remains above 95%.,27,36,14,8,0.5714285714285714,1.9285714285714286,4.5,0.00038888888888888887
56,clinical,deepseek-chat,en,English,산소 포화도가 95% 이상으로 유지되고 있습니다.,Oxygen saturation remains above 95%.,27,36,16,8,0.5,1.6875,4.5,0.00016000000000000004
56,clinical,gemini-2.5-flash,en,English,산소 포화도가 95% 이상으로 유지되고 있습니다.,Oxygen saturation remains above 95%.,27,36,15,8,0.5333333333333333,1.8,4.5,8.333333333333333e-05
56,clinical,gpt-5.4-mini,es,Spanish,산소 포화도가 95% 이상으로 유지되고 있습니다.,La saturación de oxígeno se mantiene por encima del 95%.,27,56,14,14,1.0,1.9285714285714286,4.0,0.00038888888888888887
56,clinical,deepseek-chat,es,Spanish,산소 포화도가 95% 이상으로 유지되고 있습니다.,La saturación de oxígeno se mantiene por encima del 95%.,27,56,16,18,1.125,1.6875,3.111111111111111,0.00016000000000000004
56,clinical,gemini-2.5-flash,es,Spanish,산소 포화도가 95% 이상으로 유지되고 있습니다.,La saturación de oxígeno se mantiene por encima del 95%.,27,56,15,14,0.9333333333333333,1.8,4.0,8.333333333333333e-05
56,clinical,gpt-5.4-mini,zh-CN,Chinese,산소 포화도가 95% 이상으로 유지되고 있습니다.,氧饱和度保持在95%以上。,27,13,14,10,0.7142857142857143,1.9285714285714286,1.3,0.00038888888888888887
56,clinical,deepseek-chat,zh-CN,Chinese,산소 포화도가 95% 이상으로 유지되고 있습니다.,氧饱和度保持在95%以上。,27,13,16,7,0.4375,1.6875,1.8571428571428572,0.00016000000000000004
56,clinical,gemini-2.5-flash,zh-CN,Chinese,산소 포화도가 95% 이상으로 유지되고 있습니다.,氧饱和度保持在95%以上。,27,13,15,10,0.6666666666666666,1.8,1.3,8.333333333333333e-05
57,clinical,gpt-5.4-mini,en,English,체온이 38.5도로 미열이 있습니다.,My body temperature is 38.5 degrees and I have a mild fever.,20,60,13,16,1.2307692307692308,1.5384615384615385,3.75,0.0004875
57,clinical,deepseek-chat,en,English,체온이 38.5도로 미열이 있습니다.,My body temperature is 38.5 degrees and I have a mild fever.,20,60,14,16,1.1428571428571428,1.4285714285714286,3.75,0.000189
57,clinical,gemini-2.5-flash,en,English,체온이 38.5도로 미열이 있습니다.,My body temperature is 38.5 degrees and I have a mild fever.,20,60,14,17,1.2142857142857142,1.4285714285714286,3.5294117647058822,0.000105
57,clinical,gpt-5.4-mini,es,Spanish,체온이 38.5도로 미열이 있습니다.,"Mi temperatura corporal es de 38,5 grados y tengo fiebre leve.",20,62,13,16,1.2307692307692308,1.5384615384615385,3.875,0.0004875
57,clinical,deepseek-chat,es,Spanish,체온이 38.5도로 미열이 있습니다.,"Mi temperatura corporal es de 38,5 grados y tengo fiebre leve.",20,62,14,19,1.3571428571428572,1.4285714285714286,3.263157894736842,0.000189
57,clinical,gemini-2.5-flash,es,Spanish,체온이 38.5도로 미열이 있습니다.,"Mi temperatura corporal es de 38,5 grados y tengo fiebre leve.",20,62,14,16,1.1428571428571428,1.4285714285714286,3.875,0.000105
57,clinical,gpt-5.4-mini,zh-CN,Chinese,체온이 38.5도로 미열이 있습니다.,체온이 38.5도로 미열이 있습니다.,20,20,13,13,1.0,1.5384615384615385,1.5384615384615385,0.0004875
57,clinical,deepseek-chat,zh-CN,Chinese,체온이 38.5도로 미열이 있습니다.,체온이 38.5도로 미열이 있습니다.,20,20,14,14,1.0,1.4285714285714286,1.4285714285714286,0.000189
57,clinical,gemini-2.5-flash,zh-CN,Chinese,체온이 38.5도로 미열이 있습니다.,체온이 38.5도로 미열이 있습니다.,20,20,14,14,1.0,1.4285714285714286,1.4285714285714286,0.000105
58,clinical,gpt-5.4-mini,en,English,경부 림프절이 촉진됩니다.,Cervical lymph nodes are palpated.,14,34,12,9,0.75,1.1666666666666667,3.7777777777777777,0.0006428571428571429
58,clinical,deepseek-chat,en,English,경부 림프절이 촉진됩니다.,Cervical lymph nodes are palpated.,14,34,12,9,0.75,1.1666666666666667,3.7777777777777777,0.00023142857142857145
58,clinical,gemini-2.5-flash,en,English,경부 림프절이 촉진됩니다.,Cervical lymph nodes are palpated.,14,34,11,9,0.8181818181818182,1.2727272727272727,3.7777777777777777,0.00011785714285714284
58,clinical,gpt-5.4-mini,es,Spanish,경부 림프절이 촉진됩니다.,Se palpan los ganglios linfáticos cervicales.,14,45,12,12,1.0,1.1666666666666667,3.75,0.0006428571428571429
58,clinical,deepseek-chat,es,Spanish,경부 림프절이 촉진됩니다.,Se palpan los ganglios linfáticos cervicales.,14,45,12,13,1.0833333333333333,1.1666666666666667,3.4615384615384617,0.00023142857142857145
58,clinical,gemini-2.5-flash,es,Spanish,경부 림프절이 촉진됩니다.,Se palpan los ganglios linfáticos cervicales.,14,45,11,11,1.0,1.2727272727272727,4.090909090909091,0.00011785714285714284
58,clinical,gpt-5.4-mini,zh-CN,Chinese,경부 림프절이 촉진됩니다.,触诊颈部淋巴结。,14,8,12,10,0.8333333333333334,1.1666666666666667,0.8,0.0006428571428571429
58,clinical,deepseek-chat,zh-CN,Chinese,경부 림프절이 촉진됩니다.,触诊颈部淋巴结。,14,8,12,5,0.4166666666666667,1.1666666666666667,1.6,0.00023142857142857145
58,clinical,gemini-2.5-flash,zh-CN,Chinese,경부 림프절이 촉진됩니다.,触诊颈部淋巴结。,14,8,11,8,0.7272727272727273,1.2727272727272727,1.0,0.00011785714285714284
59,clinical,gpt-5.4-mini,en,English,소변 검사에서 단백뇨가 검출되었습니다.,Proteinuria was detected in a urine test.,21,41,14,9,0.6428571428571429,1.5,4.555555555555555,0.0005
59,clinical,deepseek-chat,en,English,소변 검사에서 단백뇨가 검출되었습니다.,Proteinuria was detected in a urine test.,21,41,16,9,0.5625,1.3125,4.555555555555555,0.0002057142857142857
59,clinical,gemini-2.5-flash,en,English,소변 검사에서 단백뇨가 검출되었습니다.,Proteinuria was detected in a urine test.,21,41,13,9,0.6923076923076923,1.6153846153846154,4.555555555555555,9.285714285714285e-05
59,clinical,gpt-5.4-mini,es,Spanish,소변 검사에서 단백뇨가 검출되었습니다.,Se detectó proteinuria en un análisis de orina.,21,47,14,12,0.8571428571428571,1.5,3.9166666666666665,0.0005
59,clinical,deepseek-chat,es,Spanish,소변 검사에서 단백뇨가 검출되었습니다.,Se detectó proteinuria en un análisis de orina.,21,47,16,12,0.75,1.3125,3.9166666666666665,0.0002057142857142857
59,clinical,gemini-2.5-flash,es,Spanish,소변 검사에서 단백뇨가 검출되었습니다.,Se detectó proteinuria en un análisis de orina.,21,47,13,11,0.8461538461538461,1.6153846153846154,4.2727272727272725,9.285714285714285e-05
59,clinical,gpt-5.4-mini,zh-CN,Chinese,소변 검사에서 단백뇨가 검출되었습니다.,尿液检查中检测到蛋白尿。,21,12,14,10,0.7142857142857143,1.5,1.2,0.0005
59,clinical,deepseek-chat,zh-CN,Chinese,소변 검사에서 단백뇨가 검출되었습니다.,尿液检查中检测到蛋白尿。,21,12,16,8,0.5,1.3125,1.5,0.0002057142857142857
59,clinical,gemini-2.5-flash,zh-CN,Chinese,소변 검사에서 단백뇨가 검출되었습니다.,尿液检查中检测到蛋白尿。,21,12,13,9,0.6923076923076923,1.6153846153846154,1.3333333333333333,9.285714285714285e-05
60,clinical,gpt-5.4-mini,en,English,간 효소 수치가 정상의 세 배 이상입니다.,Liver enzyme levels are more than three times normal.,23,53,13,11,0.8461538461538461,1.7692307692307692,4.818181818181818,0.0004239130434782608
60,clinical,deepseek-chat,en,English,간 효소 수치가 정상의 세 배 이상입니다.,Liver enzyme levels are more than three times normal.,23,53,14,10,0.7142857142857143,1.6428571428571428,5.3,0.00016434782608695656
60,clinical,gemini-2.5-flash,en,English,간 효소 수치가 정상의 세 배 이상입니다.,Liver enzyme levels are more than three times normal.,23,53,12,10,0.8333333333333334,1.9166666666666667,5.3,7.826086956521738e-05
60,clinical,gpt-5.4-mini,es,Spanish,간 효소 수치가 정상의 세 배 이상입니다.,Los niveles de enzimas hepáticas son más de tres veces lo normal.,23,65,13,15,1.1538461538461537,1.7692307692307692,4.333333333333333,0.0004239130434782608
60,clinical,deepseek-chat,es,Spanish,간 효소 수치가 정상의 세 배 이상입니다.,Los niveles de enzimas hepáticas son más de tres veces lo normal.,23,65,14,17,1.2142857142857142,1.6428571428571428,3.823529411764706,0.00016434782608695656
60,clinical,gemini-2.5-flash,es,Spanish,간 효소 수치가 정상의 세 배 이상입니다.,Los niveles de enzimas hepáticas son más de tres veces lo normal.,23,65,12,14,1.1666666666666667,1.9166666666666667,4.642857142857143,7.826086956521738e-05
60,clinical,gpt-5.4-mini,zh-CN,Chinese,간 효소 수치가 정상의 세 배 이상입니다.,肝酶水平是正常水平的三倍以上。,23,15,13,13,1.0,1.7692307692307692,1.1538461538461537,0.0004239130434782608
60,clinical,deepseek-chat,zh-CN,Chinese,간 효소 수치가 정상의 세 배 이상입니다.,肝酶水平是正常水平的三倍以上。,23,15,14,10,0.7142857142857143,1.6428571428571428,1.5,0.00016434782608695656
60,clinical,gemini-2.5-flash,zh-CN,Chinese,간 효소 수치가 정상의 세 배 이상입니다.,肝酶水平是正常水平的三倍以上。,23,15,12,10,0.8333333333333334,1.9166666666666667,1.5,7.826086956521738e-05
61,general,gpt-5.4-mini,en,English,오늘 날씨가 많이 춥네요.,The weather is very cold today.,14,31,9,7,0.7777777777777778,1.5555555555555556,4.428571428571429,0.00048214285714285715
61,general,deepseek-chat,en,English,오늘 날씨가 많이 춥네요.,The weather is very cold today.,14,31,11,7,0.6363636363636364,1.2727272727272727,4.428571428571429,0.00021214285714285714
61,general,gemini-2.5-flash,en,English,오늘 날씨가 많이 춥네요.,The weather is very cold today.,14,31,9,7,0.7777777777777778,1.5555555555555556,4.428571428571429,9.642857142857143e-05
61,general,gpt-5.4-mini,es,Spanish,오늘 날씨가 많이 춥네요.,El clima está muy frío hoy.,14,27,9,7,0.7777777777777778,1.5555555555555556,3.857142857142857,0.00048214285714285715
61,general,deepseek-chat,es,Spanish,오늘 날씨가 많이 춥네요.,El clima está muy frío hoy.,14,27,11,8,0.7272727272727273,1.2727272727272727,3.375,0.00021214285714285714
61,general,gemini-2.5-flash,es,Spanish,오늘 날씨가 많이 춥네요.,El clima está muy frío hoy.,14,27,9,7,0.7777777777777778,1.5555555555555556,3.857142857142857,9.642857142857143e-05
61,general,gpt-5.4-mini,zh-CN,Chinese,오늘 날씨가 많이 춥네요.,今天天气很冷。,14,7,9,6,0.6666666666666666,1.5555555555555556,1.1666666666666667,0.00048214285714285715
61,general,deepseek-chat,zh-CN,Chinese,오늘 날씨가 많이 춥네요.,今天天气很冷。,14,7,11,5,0.45454545454545453,1.2727272727272727,1.4,0.00021214285714285714
61,general,gemini-2.5-flash,zh-CN,Chinese,오늘 날씨가 많이 춥네요.,今天天气很冷。,14,7,9,5,0.5555555555555556,1.5555555555555556,1.4,9.642857142857143e-05
62,general,gpt-5.4-mini,en,English,점심은 드셨나요?,Have you had lunch?,9,19,7,5,0.7142857142857143,1.2857142857142858,3.8,0.0005833333333333334
62,general,deepseek-chat,en,English,점심은 드셨나요?,Have you had lunch?,9,19,9,5,0.5555555555555556,1.0,3.8,0.00027
62,general,gemini-2.5-flash,en,English,점심은 드셨나요?,Have you had lunch?,9,19,7,5,0.7142857142857143,1.2857142857142858,3.8,0.00011666666666666667
62,general,gpt-5.4-mini,es,Spanish,점심은 드셨나요?,¿Has almorzado?,9,15,7,6,0.8571428571428571,1.2857142857142858,2.5,0.0005833333333333334
62,general,deepseek-chat,es,Spanish,점심은 드셨나요?,¿Has almorzado?,9,15,9,7,0.7777777777777778,1.0,2.142857142857143,0.00027
62,general,gemini-2.5-flash,es,Spanish,점심은 드셨나요?,¿Has almorzado?,9,15,7,6,0.8571428571428571,1.2857142857142858,2.5,0.00011666666666666667
62,general,gpt-5.4-mini,zh-CN,Chinese,점심은 드셨나요?,你吃过午饭了吗？,9,8,7,7,1.0,1.2857142857142858,1.1428571428571428,0.0005833333333333334
62,general,deepseek-chat,zh-CN,Chinese,점심은 드셨나요?,你吃过午饭了吗？,9,8,9,5,0.5555555555555556,1.0,1.6,0.00027
62,general,gemini-2.5-flash,zh-CN,Chinese,점심은 드셨나요?,你吃过午饭了吗？,9,8,7,7,1.0,1.2857142857142858,1.1428571428571428,0.00011666666666666667
63,general,gpt-5.4-mini,en,English,지금 몇 시예요?,What time is it now?,9,20,7,6,0.8571428571428571,1.2857142857142858,3.3333333333333335,0.0005833333333333334
63,general,deepseek-chat,en,English,지금 몇 시예요?,What time is it now?,9,20,7,6,0.8571428571428571,1.2857142857142858,3.3333333333333335,0.00021000000000000004
63,general,gemini-2.5-flash,en,English,지금 몇 시예요?,What time is it now?,9,20,5,6,1.2,1.8,3.3333333333333335,8.333333333333333e-05
63,general,gpt-5.4-mini,es,Spanish,지금 몇 시예요?,¿Qué hora es ahora?,9,19,7,5,0.7142857142857143,1.2857142857142858,3.8,0.0005833333333333334
63,general,deepseek-chat,es,Spanish,지금 몇 시예요?,¿Qué hora es ahora?,9,19,7,6,0.8571428571428571,1.2857142857142858,3.1666666666666665,0.00021000000000000004
63,general,gemini-2.5-flash,es,Spanish,지금 몇 시예요?,¿Qué hora es ahora?,9,19,5,6,1.2,1.8,3.1666666666666665,8.333333333333333e-05
63,general,gpt-5.4-mini,zh-CN,Chinese,지금 몇 시예요?,现在几点了？,9,6,7,4,0.5714285714285714,1.2857142857142858,1.5,0.0005833333333333334
63,general,deepseek-chat,zh-CN,Chinese,지금 몇 시예요?,现在几点了？,9,6,7,4,0.5714285714285714,1.2857142857142858,1.5,0.00021000000000000004
63,general,gemini-2.5-flash,zh-CN,Chinese,지금 몇 시예요?,现在几点了？,9,6,5,4,0.8,1.8,1.5,8.333333333333333e-05
64,general,gpt-5.4-mini,en,English,화장실이 어디에 있나요?,Where is the bathroom?,13,22,9,5,0.5555555555555556,1.4444444444444444,4.4,0.0005192307692307691
64,general,deepseek-chat,en,English,화장실이 어디에 있나요?,Where is the bathroom?,13,22,11,5,0.45454545454545453,1.1818181818181819,4.4,0.0002284615384615385
64,general,gemini-2.5-flash,en,English,화장실이 어디에 있나요?,Where is the bathroom?,13,22,9,5,0.5555555555555556,1.4444444444444444,4.4,0.00010384615384615384
64,general,gpt-5.4-mini,es,Spanish,화장실이 어디에 있나요?,¿Dónde está el baño?,13,20,9,6,0.6666666666666666,1.4444444444444444,3.3333333333333335,0.0005192307692307691
64,general,deepseek-chat,es,Spanish,화장실이 어디에 있나요?,¿Dónde está el baño?,13,20,11,9,0.8181818181818182,1.1818181818181819,2.2222222222222223,0.0002284615384615385
64,general,gemini-2.5-flash,es,Spanish,화장실이 어디에 있나요?,¿Dónde está el baño?,13,20,9,6,0.6666666666666666,1.4444444444444444,3.3333333333333335,0.00010384615384615384
64,general,gpt-5.4-mini,zh-CN,Chinese,화장실이 어디에 있나요?,厕所在哪里？,13,6,9,3,0.3333333333333333,1.4444444444444444,2.0,0.0005192307692307691
64,general,deepseek-chat,zh-CN,Chinese,화장실이 어디에 있나요?,厕所在哪里？,13,6,11,4,0.36363636363636365,1.1818181818181819,1.5,0.0002284615384615385
64,general,gemini-2.5-flash,zh-CN,Chinese,화장실이 어디에 있나요?,厕所在哪里？,13,6,9,4,0.4444444444444444,1.4444444444444444,1.5,0.00010384615384615384
65,general,gpt-5.4-mini,en,English,이름이 어떻게 되세요?,What is your name?,12,18,7,5,0.7142857142857143,1.7142857142857142,3.6,0.0004375
65,general,deepseek-chat,en,English,이름이 어떻게 되세요?,What is your name?,12,18,7,5,0.7142857142857143,1.7142857142857142,3.6,0.00015750000000000003
65,general,gemini-2.5-flash,en,English,이름이 어떻게 되세요?,What is your name?,12,18,7,5,0.7142857142857143,1.7142857142857142,3.6,8.75e-05
65,general,gpt-5.4-mini,es,Spanish,이름이 어떻게 되세요?,¿Cómo te llamas?,12,16,7,5,0.7142857142857143,1.7142857142857142,3.2,0.0004375
65,general,deepseek-chat,es,Spanish,이름이 어떻게 되세요?,¿Cómo te llamas?,12,16,7,6,0.8571428571428571,1.7142857142857142,2.6666666666666665,0.00015750000000000003
65,general,gemini-2.5-flash,es,Spanish,이름이 어떻게 되세요?,¿Cómo te llamas?,12,16,7,5,0.7142857142857143,1.7142857142857142,3.2,8.75e-05
65,general,gpt-5.4-mini,zh-CN,Chinese,이름이 어떻게 되세요?,你叫什么名字？,12,7,7,4,0.5714285714285714,1.7142857142857142,1.75,0.0004375
65,general,deepseek-chat,zh-CN,Chinese,이름이 어떻게 되세요?,你叫什么名字？,12,7,7,4,0.5714285714285714,1.7142857142857142,1.75,0.00015750000000000003
65,general,gemini-2.5-flash,zh-CN,Chinese,이름이 어떻게 되세요?,你叫什么名字？,12,7,7,5,0.7142857142857143,1.7142857142857142,1.4,8.75e-05
66,general,gpt-5.4-mini,en,English,생년월일을 알려주세요.,Please tell us your date of birth.,12,34,8,8,1.0,1.5,4.25,0.0005
66,general,deepseek-chat,en,English,생년월일을 알려주세요.,Please tell us your date of birth.,12,34,10,8,0.8,1.2,4.25,0.00022500000000000002
66,general,gemini-2.5-flash,en,English,생년월일을 알려주세요.,Please tell us your date of birth.,12,34,8,8,1.0,1.5,4.25,9.999999999999999e-05
66,general,gpt-5.4-mini,es,Spanish,생년월일을 알려주세요.,Por favor díganos su fecha de nacimiento.,12,41,8,9,1.125,1.5,4.555555555555555,0.0005
66,general,deepseek-chat,es,Spanish,생년월일을 알려주세요.,Por favor díganos su fecha de nacimiento.,12,41,10,11,1.1,1.2,3.727272727272727,0.00022500000000000002
66,general,gemini-2.5-flash,es,Spanish,생년월일을 알려주세요.,Por favor díganos su fecha de nacimiento.,12,41,8,9,1.125,1.5,4.555555555555555,9.999999999999999e-05
66,general,gpt-5.4-mini,zh-CN,Chinese,생년월일을 알려주세요.,请告诉我们您的出生日期。,12,12,8,7,0.875,1.5,1.7142857142857142,0.0005
66,general,deepseek-chat,zh-CN,Chinese,생년월일을 알려주세요.,请告诉我们您的出生日期。,12,12,10,6,0.6,1.2,2.0,0.00022500000000000002
66,general,gemini-2.5-flash,zh-CN,Chinese,생년월일을 알려주세요.,请告诉我们您的出生日期。,12,12,8,7,0.875,1.5,1.7142857142857142,9.999999999999999e-05
67,general,gpt-5.4-mini,en,English,주소가 어떻게 되세요?,What is your address?,12,21,6,5,0.8333333333333334,2.0,4.2,0.000375
67,general,deepseek-chat,en,English,주소가 어떻게 되세요?,What is your address?,12,21,7,5,0.7142857142857143,1.7142857142857142,4.2,0.00015750000000000003
67,general,gemini-2.5-flash,en,English,주소가 어떻게 되세요?,What is your address?,12,21,6,5,0.8333333333333334,2.0,4.2,7.5e-05
67,general,gpt-5.4-mini,es,Spanish,주소가 어떻게 되세요?,¿Cuál es su dirección?,12,22,6,6,1.0,2.0,3.6666666666666665,0.000375
67,general,deepseek-chat,es,Spanish,주소가 어떻게 되세요?,¿Cuál es su dirección?,12,22,7,7,1.0,1.7142857142857142,3.142857142857143,0.00015750000000000003
67,general,gemini-2.5-flash,es,Spanish,주소가 어떻게 되세요?,¿Cuál es su dirección?,12,22,6,6,1.0,2.0,3.6666666666666665,7.5e-05
67,general,gpt-5.4-mini,zh-CN,Chinese,주소가 어떻게 되세요?,你的地址是？,12,6,6,4,0.6666666666666666,2.0,1.5,0.000375
67,general,deepseek-chat,zh-CN,Chinese,주소가 어떻게 되세요?,你的地址是？,12,6,7,4,0.5714285714285714,1.7142857142857142,1.5,0.00015750000000000003
67,general,gemini-2.5-flash,zh-CN,Chinese,주소가 어떻게 되세요?,你的地址是？,12,6,6,4,0.6666666666666666,2.0,1.5,7.5e-05
68,general,gpt-5.4-mini,en,English,연락처를 남겨주세요.,Please leave your contact information.,11,38,8,6,0.75,1.375,6.333333333333333,0.0005454545454545455
68,general,deepseek-chat,en,English,연락처를 남겨주세요.,Please leave your contact information.,11,38,9,6,0.6666666666666666,1.2222222222222223,6.333333333333333,0.00022090909090909095
68,general,gemini-2.5-flash,en,English,연락처를 남겨주세요.,Please leave your contact information.,11,38,9,6,0.6666666666666666,1.2222222222222223,6.333333333333333,0.00012272727272727272
68,general,gpt-5.4-mini,es,Spanish,연락처를 남겨주세요.,Por favor deje su información de contacto.,11,42,8,8,1.0,1.375,5.25,0.0005454545454545455
68,general,deepseek-chat,es,Spanish,연락처를 남겨주세요.,Por favor deje su información de contacto.,11,42,9,9,1.0,1.2222222222222223,4.666666666666667,0.00022090909090909095
68,general,gemini-2.5-flash,es,Spanish,연락처를 남겨주세요.,Por favor deje su información de contacto.,11,42,9,8,0.8888888888888888,1.2222222222222223,5.25,0.00012272727272727272
68,general,gpt-5.4-mini,zh-CN,Chinese,연락처를 남겨주세요.,请留下您的联系方式。,11,10,8,5,0.625,1.375,2.0,0.0005454545454545455
68,general,deepseek-chat,zh-CN,Chinese,연락처를 남겨주세요.,请留下您的联系方式。,11,10,9,5,0.5555555555555556,1.2222222222222223,2.0,0.00022090909090909095
68,general,gemini-2.5-flash,zh-CN,Chinese,연락처를 남겨주세요.,请留下您的联系方式。,11,10,9,6,0.6666666666666666,1.2222222222222223,1.6666666666666667,0.00012272727272727272
69,general,gpt-5.4-mini,en,English,보험 카드를 가지고 계신가요?,Do you have an insurance card?,16,30,9,7,0.7777777777777778,1.7777777777777777,4.285714285714286,0.000421875
69,general,deepseek-chat,en,English,보험 카드를 가지고 계신가요?,Do you have an insurance card?,16,30,10,7,0.7,1.6,4.285714285714286,0.00016875
69,general,gemini-2.5-flash,en,English,보험 카드를 가지고 계신가요?,Do you have an insurance card?,16,30,9,7,0.7777777777777778,1.7777777777777777,4.285714285714286,8.4375e-05
69,general,gpt-5.4-mini,es,Spanish,보험 카드를 가지고 계신가요?,¿Tiene una tarjeta de seguro?,16,29,9,7,0.7777777777777778,1.7777777777777777,4.142857142857143,0.000421875
69,general,deepseek-chat,es,Spanish,보험 카드를 가지고 계신가요?,¿Tiene una tarjeta de seguro?,16,29,10,10,1.0,1.6,2.9,0.00016875
69,general,gemini-2.5-flash,es,Spanish,보험 카드를 가지고 계신가요?,¿Tiene una tarjeta de seguro?,16,29,9,7,0.7777777777777778,1.7777777777777777,4.142857142857143,8.4375e-05
69,general,gpt-5.4-mini,zh-CN,Chinese,보험 카드를 가지고 계신가요?,你有保险卡吗？,16,7,9,6,0.6666666666666666,1.7777777777777777,1.1666666666666667,0.000421875
69,general,deepseek-chat,zh-CN,Chinese,보험 카드를 가지고 계신가요?,你有保险卡吗？,16,7,10,5,0.5,1.6,1.4,0.00016875
69,general,gemini-2.5-flash,zh-CN,Chinese,보험 카드를 가지고 계신가요?,你有保险卡吗？,16,7,9,5,0.5555555555555556,1.7777777777777777,1.4,8.4375e-05
70,general,gpt-5.4-mini,en,English,대기 시간이 얼마나 걸리나요?,How long does the waiting time take?,16,36,8,8,1.0,2.0,4.5,0.000375
70,general,deepseek-chat,en,English,대기 시간이 얼마나 걸리나요?,How long does the waiting time take?,16,36,12,8,0.6666666666666666,1.3333333333333333,4.5,0.0002025
70,general,gemini-2.5-flash,en,English,대기 시간이 얼마나 걸리나요?,How long does the waiting time take?,16,36,8,8,1.0,2.0,4.5,7.5e-05
70,general,gpt-5.4-mini,es,Spanish,대기 시간이 얼마나 걸리나요?,¿Cuánto dura el tiempo de espera?,16,33,8,8,1.0,2.0,4.125,0.000375
70,general,deepseek-chat,es,Spanish,대기 시간이 얼마나 걸리나요?,¿Cuánto dura el tiempo de espera?,16,33,12,11,0.9166666666666666,1.3333333333333333,3.0,0.0002025
70,general,gemini-2.5-flash,es,Spanish,대기 시간이 얼마나 걸리나요?,¿Cuánto dura el tiempo de espera?,16,33,8,8,1.0,2.0,4.125,7.5e-05
70,general,gpt-5.4-mini,zh-CN,Chinese,대기 시간이 얼마나 걸리나요?,等待时间需要多长时间？,16,11,8,7,0.875,2.0,1.5714285714285714,0.000375
70,general,deepseek-chat,zh-CN,Chinese,대기 시간이 얼마나 걸리나요?,等待时间需要多长时间？,16,11,12,5,0.4166666666666667,1.3333333333333333,2.2,0.0002025
70,general,gemini-2.5-flash,zh-CN,Chinese,대기 시간이 얼마나 걸리나요?,等待时间需要多长时间？,16,11,8,6,0.75,2.0,1.8333333333333333,7.5e-05
71,general,gpt-5.4-mini,en,English,접수를 도와드리겠습니다.,We will help you apply.,13,23,8,6,0.75,1.625,3.8333333333333335,0.0004615384615384616
71,general,deepseek-chat,en,English,접수를 도와드리겠습니다.,We will help you apply.,13,23,9,6,0.6666666666666666,1.4444444444444444,3.8333333333333335,0.00018692307692307693
71,general,gemini-2.5-flash,en,English,접수를 도와드리겠습니다.,We will help you apply.,13,23,6,6,1.0,2.1666666666666665,3.8333333333333335,6.923076923076922e-05
71,general,gpt-5.4-mini,es,Spanish,접수를 도와드리겠습니다.,Le ayudaremos a presentar su solicitud.,13,39,8,8,1.0,1.625,4.875,0.0004615384615384616
71,general,deepseek-chat,es,Spanish,접수를 도와드리겠습니다.,Le ayudaremos a presentar su solicitud.,13,39,9,10,1.1111111111111112,1.4444444444444444,3.9,0.00018692307692307693
71,general,gemini-2.5-flash,es,Spanish,접수를 도와드리겠습니다.,Le ayudaremos a presentar su solicitud.,13,39,6,8,1.3333333333333333,2.1666666666666665,4.875,6.923076923076922e-05
71,general,gpt-5.4-mini,zh-CN,Chinese,접수를 도와드리겠습니다.,我们将帮助您申请。,13,9,8,6,0.75,1.625,1.5,0.0004615384615384616
71,general,deepseek-chat,zh-CN,Chinese,접수를 도와드리겠습니다.,我们将帮助您申请。,13,9,9,5,0.5555555555555556,1.4444444444444444,1.8,0.00018692307692307693
71,general,gemini-2.5-flash,zh-CN,Chinese,접수를 도와드리겠습니다.,我们将帮助您申请。,13,9,6,5,0.8333333333333334,2.1666666666666665,1.8,6.923076923076922e-05
72,general,gpt-5.4-mini,en,English,잠깐 기다려 주세요.,Please wait a moment.,11,21,7,5,0.7142857142857143,1.5714285714285714,4.2,0.0004772727272727273
72,general,deepseek-chat,en,English,잠깐 기다려 주세요.,Please wait a moment.,11,21,10,5,0.5,1.1,4.2,0.00024545454545454545
72,general,gemini-2.5-flash,en,English,잠깐 기다려 주세요.,Please wait a moment.,11,21,6,5,0.8333333333333334,1.8333333333333333,4.2,8.18181818181818e-05
72,general,gpt-5.4-mini,es,Spanish,잠깐 기다려 주세요.,Espere un momento.,11,18,7,5,0.7142857142857143,1.5714285714285714,3.6,0.0004772727272727273
72,general,deepseek-chat,es,Spanish,잠깐 기다려 주세요.,Espere un momento.,11,18,10,5,0.5,1.1,3.6,0.00024545454545454545
72,general,gemini-2.5-flash,es,Spanish,잠깐 기다려 주세요.,Espere un momento.,11,18,6,5,0.8333333333333334,1.8333333333333333,3.6,8.18181818181818e-05
72,general,gpt-5.4-mini,zh-CN,Chinese,잠깐 기다려 주세요.,请稍等。,11,4,7,4,0.5714285714285714,1.5714285714285714,1.0,0.0004772727272727273
